id,original_title,original_language,popularity,release_date,vote_average,vote_count
3170,Bambi,en,43.05,1942-02-11,7.0,5646
281,Strange Days,en,18.757,1995-10-13,7.007,1340
811367,22 vs. Earth,en,19.434,2021-04-30,7.0,452
506281,The World to Come,en,12.955,2021-02-12,7.0,335
366924,Batman: Bad Blood,en,23.807,2016-01-19,7.0,896
49009,The Way Back,en,18.95,2010-11-22,7.008,1561
28384,Husbands and Wives,en,14.513,1992-09-18,7.009,455
12920,Dreamer: Inspired By a True Story,en,14.567,2005-09-10,7.0,376
174,Star Trek VI: The Undiscovered Country,en,19.576,1991-12-06,7.0,1267
615665,Holidate,en,36.782,2020-10-27,7.01,2200
579583,The King of Staten Island,en,24.771,2020-07-22,7.0,998
446354,The Post,en,26.423,2017-12-22,7.008,4571
246355,Saw,en,15.278,2003-10-16,7.0,588
19186,The Parent Trap,en,27.163,1961-05-13,7.008,371
11652,Invincible,en,20.677,2006-08-25,7.008,924
7270,Matchstick Men,en,11.801,2003-09-12,7.0,1735
1730,Inland Empire,en,22.369,2006-12-06,7.0,1076
932086,Horizon: An American Saga - Chapter 1,en,51.736,2024-06-26,7.012,384
606679,The High Note,en,18.161,2020-06-10,7.007,446
402897,The Death of Stalin,en,18.18,2017-10-20,7.007,1868
156700,The Kings of Summer,en,15.273,2013-01-19,7.006,1115
30675,Planet Hulk,en,21.051,2010-02-02,7.0,481
17917,Oliver!,en,36.856,1968-09-26,7.0,429
9036,Eight Below,en,22.727,2006-02-17,7.0,1694
2769,An American in Paris,en,15.792,1951-09-26,7.0,573
930564,Saltburn,en,42.865,2023-11-16,7.006,2315
84199,The First Time,en,16.346,2012-10-19,7.0,2102
2164,Stargate,en,31.918,1994-10-28,7.006,3417
556803,The Princess Switch,en,38.814,2018-11-16,7.005,2206
36657,X-Men,en,2.065,2000-07-13,7.005,11341
16198,ホーホケキョ となりの山田くん,ja,24.182,1999-07-17,7.0,531
15775,If Only,en,20.738,2004-01-23,7.0,573
11848,Animal Farm,en,21.523,1954-12-28,7.005,473
11815,The Fly,en,19.904,1958-07-16,7.005,540
73532,Le Havre,fr,11.021,2011-09-08,7.0,422
26973,Pretty Baby,en,31.834,1978-04-05,7.004,369
15015,Barbie as Rapunzel,en,26.617,2002-10-01,7.0,1221
13537,Shattered Glass,en,17.154,2003-11-14,7.004,421
520758,Chicken Run: Dawn of the Nugget,en,67.651,2023-12-08,7.001,743
287947,Shazam!,en,39.259,2019-03-29,7.002,9530
19971,The Little Girl Who Lives Down the Lane,en,14.619,1976-12-25,7.0,316
9393,Napola - Elite für den Führer,de,18.003,2004-07-04,7.0,314
24253,Flickan som lekte med elden,sv,23.289,2009-09-18,7.0,1628
9905,Shallow Grave,en,14.948,1994-12-22,7.0,1007
9427,The Full Monty,en,19.034,1997-08-13,7.001,1629
646097,Rebel Ridge,en,216.041,2024-08-27,7.003,1062
298382,The Dressmaker,en,28.212,2015-10-29,7.001,1627
15016,Barbie of Swan Lake,en,31.508,2003-09-27,7.001,1081
2742,Naked Lunch,en,15.285,1991-12-27,7.0,1069
1771,Captain America: The First Avenger,en,50.057,2011-07-22,7.001,21434
432068,Le Sens de la fête,fr,15.471,2017-10-04,7.0,1459
130150,Labor Day,en,28.241,2013-12-27,7.002,1159
15058,Speak,en,19.657,2004-01-20,7.0,459
14139,Los cronocrímenes,es,17.343,2007-11-01,7.0,1254
346698,Barbie,en,153.466,2023-07-19,6.999,9277
53487,This Must Be the Place,en,12.743,2011-08-24,6.999,1209
12089,Le Grand Blond avec une chaussure noire,fr,11.158,1972-12-06,7.0,427
11360,Dumbo,en,54.004,1941-10-31,7.0,4951
1985,The Constant Gardener,en,18.337,2005-08-31,6.998,1496
830784,"Lyle, Lyle, Crocodile",en,29.171,2022-10-07,7.0,574
211052,Miss Violence,el,12.255,2013-09-09,7.0,499
37056,Letters to Juliet,en,23.944,2010-05-13,6.998,2866
23202,Trick 'r Treat,en,20.843,2007-12-09,7.0,1870
21208,Orphan,en,35.585,2009-07-24,6.998,5244
10536,The Italian Job,en,36.3,1969-06-02,7.0,740
458737,First Reformed,en,14.027,2018-05-18,6.997,1322
38055,Megamind,en,44.876,2010-10-28,6.997,6857
9430,Go,en,15.118,1999-04-09,6.994,726
524251,I See You,en,19.168,2019-09-11,6.996,1457
511809,West Side Story,en,21.468,2021-12-08,6.995,1555
297556,Justice League: Throne of Atlantis,en,24.728,2015-01-13,7.0,909
256835,Toy Story That Time Forgot,en,30.798,2014-12-02,7.0,976
67913,The Guard,en,10.01,2011-07-07,6.996,1211
333371,10 Cloverfield Lane,en,36.73,2016-03-10,6.995,7921
1005331,Carry-On,en,2194.15,2024-12-05,6.998,1067
528888,Dolemite Is My Name,en,14.061,2019-10-04,7.0,1165
74306,God Bless America,en,11.651,2012-05-11,6.994,937
50472,Anplagghed al cinema,it,5.455,2006-11-26,7.0,332
12783,The Duchess,en,32.243,2008-09-05,6.994,1676
864,Cool Runnings,en,19.648,1993-10-01,7.0,2033
420821,Chip 'n Dale: Rescue Rangers,en,36.574,2022-05-20,7.0,1220
1485,Get Carter,en,17.507,1971-02-03,7.0,486
366564,Comment c'est loin,fr,8.399,2015-12-09,7.0,670
285783,The Walk,en,13.281,2015-09-30,7.0,3167
8841,Entre les murs,fr,12.041,2008-09-24,7.0,655
160588,Blue Jasmine,en,15.679,2013-08-01,6.99,3422
97630,Zero Dark Thirty,en,29.588,2012-12-19,6.991,4496
24163,旺角卡門,cn,17.69,1988-06-09,7.0,322
13550,The Changeling,en,15.044,1980-03-28,7.0,624
921452,Jeanne du Barry,fr,17.275,2023-05-16,6.982,536
348668,Flaskepost fra P,da,17.303,2016-03-03,7.0,557
332872,Julieta,es,20.005,2016-04-08,6.988,856
103328,Holy Motors,fr,14.219,2012-07-02,7.0,1147
77174,ParaNorman,en,29.171,2012-08-03,6.991,2527
41428,鉄男,ja,16.058,1989-07-01,6.99,599
32646,Safe,en,15.407,1995-06-23,7.0,300
4148,Revolutionary Road,en,30.299,2008-12-19,6.99,3796
954,Mission: Impossible,en,53.297,1996-05-22,6.99,8897
398,Capote,en,12.705,2005-09-30,6.988,1450
71864,The Odd Life of Timothy Green,en,18.216,2012-08-15,6.989,1171
24752,ドラゴンボールZ とびっきりの最強対最強,ja,42.891,1991-07-20,7.0,674
4946,La Piscine,fr,19.801,1969-01-31,7.0,500
615774,Scooby-Doo! Return to Zombie Island,en,17.812,2019-09-03,7.0,924
597208,Nightmare Alley,en,26.933,2021-12-02,6.988,2912
62214,Frankenweenie,en,27.276,2012-10-04,6.988,3354
37347,Fort Apache,en,16.78,1948-06-14,7.0,367
11219,The Trouble with Harry,en,14.658,1955-10-03,7.0,823
646,Dr. No,en,36.704,1962-10-07,6.988,3601
300,La Science des rêves,fr,12.029,2006-06-25,7.0,763
395993,Stronger,en,12.949,2017-09-22,7.0,1472
24589,Dug's Special Mission,en,14.106,2009-11-10,6.987,419
10436,The Age of Innocence,en,21.412,1993-09-10,6.987,1096
377897,Barbie: Spy Squad,en,23.985,2016-01-15,7.0,401
265228,Timbuktu,fr,12.554,2014-12-10,6.986,468
44009,Another Year,en,11.879,2010-11-05,7.0,386
9386,In the Line of Fire,en,16.503,1993-07-08,7.0,1575
1024,Heavenly Creatures,en,14.724,1994-09-12,6.986,911
15789,A Goofy Movie,en,26.759,1995-04-07,7.0,1754
13378,Mickey's Twice Upon a Christmas,en,33.794,2004-11-15,7.0,441
12665,Powder,en,30.859,1995-10-27,6.985,649
9799,The Fast and the Furious,en,7.683,2001-06-22,6.986,9993
961268,발레리나,ko,45.085,2023-10-05,6.984,513
50393,Kung Fu Panda Holiday,en,21.15,2010-11-26,7.0,341
2054,Mr. Holland's Opus,en,18.086,1995-12-29,6.977,411
920,Cars,en,54.358,2006-06-08,6.984,13972
894205,Werewolf by Night,en,28.558,2022-09-25,6.983,1286
760099,Living,en,17.445,2022-11-04,6.983,405
528949,El fotógrafo de Mauthausen,es,16.67,2018-10-26,7.0,695
87825,Trouble with the Curve,en,24.361,2012-09-21,6.983,1579
18533,Bronson,en,12.133,2009-03-13,6.983,2455
7304,Running Scared,en,16.686,2006-01-06,7.0,1021
787752,Fresh,en,44.78,2022-03-03,6.982,1592
26428,Agora,en,19.97,2009-05-17,6.981,1420
402900,Ocean's Eight,en,47.306,2018-06-07,7.0,8280
101731,The Magic of Belle Isle,en,14.607,2012-07-06,7.0,401
87093,Big Eyes,en,17.532,2014-12-24,6.981,3471
14411,Sinbad: Legend of the Seven Seas,en,44.675,2003-07-02,7.0,2040
13666,The Wolf Man,en,20.667,1941-12-12,6.981,599
816904,Momias,es,37.975,2023-01-05,7.0,458
398175,Brawl in Cell Block 99,en,33.526,2017-09-23,6.98,1407
381356,Five,fr,12.867,2016-03-30,6.98,1270
11826,Sexy Beast,en,15.668,2001-01-12,7.0,772
9909,Dangerous Minds,en,18.757,1995-08-11,6.978,1151
1255,괴물,ko,34.574,2006-07-27,6.979,2775
29987,La finestra di fronte,it,9.439,2003-02-27,6.978,301
11631,Mamma Mia!,en,32.728,2008-07-03,7.0,6517
77887,Hawaiian Vacation,en,30.132,2011-06-16,7.0,661
718032,Licorice Pizza,en,19.822,2021-11-26,6.976,2230
64685,Extremely Loud & Incredibly Close,en,18.902,2011-12-25,7.0,1988
63700,My Babysitter's a Vampire,en,11.231,2010-10-09,6.973,392
11897,How the West Was Won,en,26.817,1962-11-02,6.976,432
758323,The Pope's Exorcist,en,87.795,2023-04-05,6.974,2743
85739,ACAB : All Cops Are Bastards,it,7.862,2012-01-27,6.975,815
12889,Futurama: The Beast with a Billion Backs,en,14.365,2008-06-30,7.0,551
8469,Animal House,en,28.021,1978-07-28,6.973,1521
2061,Pusher,da,18.227,1996-08-30,7.0,731
639721,The Addams Family 2,en,36.959,2021-10-01,7.0,1298
501907,A Beautiful Day in the Neighborhood,en,20.69,2019-09-07,7.0,1606
50270,Paprika,it,68.717,1991-02-13,7.0,447
11227,Angel-A,fr,9.227,2005-12-21,7.0,717
619264,El hoyo,es,59.831,2019-11-08,6.973,7138
551271,Medieval,en,31.191,2022-09-08,7.0,475
491926,Resistance,en,18.771,2020-03-27,6.973,425
359410,Road House,en,109.419,2024-03-08,6.973,2319
140870,Minuscule - La vallée des fourmis perdues,fr,15.285,2013-11-17,7.0,450
14412,Body Heat,en,23.876,1981-08-28,7.0,606
11257,A Room with a View,en,14.227,1985-12-13,6.97,754
9045,Amen.,fr,12.992,2002-02-27,6.973,337
392,Chocolat,en,18.394,2000-12-22,6.973,3274
567189,Tom Clancy's Without Remorse,en,35.842,2021-04-29,6.972,2432
381283,mother!,en,24.737,2017-09-13,6.972,6659
321612,Beauty and the Beast,en,97.26,2017-03-16,6.972,15441
310131,The Witch,en,66.683,2016-02-19,7.0,6951
49530,In Time,en,53.169,2011-10-27,6.972,11390
43923,It's Kind of a Funny Story,en,12.61,2010-10-08,6.972,2322
232,Rumble Fish,en,15.446,1983-10-09,7.0,672
394741,Stan & Ollie,en,15.24,2018-12-28,6.971,1035
337556,Smaragdgrün,de,20.235,2016-07-07,7.0,848
13320,Funny Face,en,18.202,1957-02-13,7.0,677
11085,Mutiny on the Bounty,en,19.972,1962-11-08,7.0,303
10130,Gorillas in the Mist,en,17.865,1988-09-23,7.0,583
9487,A Bug's Life,en,56.703,1998-11-25,6.97,9143
1495,Kingdom of Heaven,en,67.63,2005-05-03,6.97,4288
796185,Les Trois Mousquetaires : D'Artagnan,fr,32.226,2023-04-05,6.968,1205
397837,Before I Fall,en,20.665,2017-03-02,7.0,3410
379149,The Foreigner,en,32.849,2017-09-28,7.0,2647
374475,Toni Erdmann,de,13.561,2016-07-14,6.969,983
175774,Rubinrot,de,17.309,2013-03-14,6.969,1106
97367,The Place Beyond the Pines,en,24.183,2013-03-20,6.97,4817
909,Meet Me in St. Louis,en,23.023,1944-11-28,7.0,383
581032,News of the World,en,16.099,2020-12-25,6.968,1739
458723,Us,en,30.958,2019-03-14,7.0,7335
452187,Le Brio,fr,11.694,2017-11-22,6.968,881
263109,Shaun the Sheep Movie,en,25.054,2015-02-05,7.0,1383
9390,Jerry Maguire,en,29.739,1996-12-13,6.967,3275
1630,The People vs. Larry Flynt,en,14.836,1996-12-25,6.966,1114
37950,Charlie St. Cloud,en,15.934,2010-07-30,6.967,2158
9555,Rabbit-Proof Fence,en,14.079,2002-02-04,7.0,346
9392,The Descent,en,29.722,2005-07-08,6.967,3885
343668,Kingsman: The Golden Circle,en,64.799,2017-09-20,6.966,10367
49948,Fantasia 2000,en,28.155,2000-01-01,7.0,1268
8195,Ronin,en,20.482,1998-09-25,6.966,2364
559969,El Camino: A Breaking Bad Movie,en,43.807,2019-10-11,6.965,4907
19703,A Wednesday!,hi,7.266,2008-09-05,6.959,316
11576,"It's a Mad, Mad, Mad, Mad World",en,21.127,1963-11-07,6.965,586
568467,Ammonite,en,20.983,2020-11-13,6.966,580
12149,Frailty,en,16.819,2002-04-12,6.964,1157
586,Wag the Dog,en,14.883,1997-12-25,7.0,939
542417,Skin,en,13.94,2019-07-26,7.0,405
37495,Four Lions,en,10.509,2010-05-07,6.963,1129
9542,The Hitcher,en,20.159,1986-01-17,6.963,915
508791,The Sun Is Also a Star,en,13.057,2019-05-16,7.0,588
504827,The Bob's Burgers Movie,en,19.126,2022-05-26,7.0,303
9812,Thursday,en,9.616,1998-09-25,7.0,315
628534,The White Tiger,en,14.549,2021-01-13,6.961,883
468224,Tolkien,en,16.753,2019-05-03,7.0,1410
48303,Copie conforme,fr,10.963,2010-05-19,7.0,402
25670,Foreign Correspondent,en,14.819,1940-08-16,7.0,389
22826,Il mostro,it,11.959,1994-10-22,7.0,608
11689,I due superpiedi quasi piatti,it,18.612,1977-04-01,6.961,634
11509,Silverado,en,24.967,1985-07-10,6.961,721
1382,Me and You and Everyone We Know,en,10.519,2005-06-17,6.961,321
1272,Sunshine,en,23.006,2007-04-05,6.961,3791
76492,Hotel Transylvania,en,59.908,2012-09-20,7.0,8629
13809,RocknRolla,en,20.633,2008-09-04,7.0,2957
523777,Next Gen,en,18.288,2018-09-07,7.0,768
412117,The Secret Life of Pets 2,en,49.73,2019-05-24,6.959,3037
255718,Barbie: The Pearl Princess,en,14.571,2014-02-15,6.959,330
16153,Alice Doesn't Live Here Anymore,en,12.751,1974-12-09,7.0,458
3053,The Fearless Vampire Killers,en,19.924,1967-11-13,6.959,746
854,The Mask,en,75.659,1994-07-29,6.959,10298
703771,Deathstroke: Knights & Dragons - The Movie,en,18.042,2020-08-04,7.0,438
11337,Stardust Memories,en,11.013,1980-09-26,6.958,428
758679,Mothers' Instinct,en,31.202,2024-01-11,6.959,394
718789,Lightyear,en,30.783,2022-06-15,7.0,3446
11616,Nati con la camicia,it,15.267,1983-02-01,7.0,492
9880,The Princess Diaries,en,63.066,2001-08-03,7.0,4927
1643,Ultimo tango a Parigi,it,28.413,1972-12-15,7.0,1213
651,M*A*S*H,en,14.759,1970-02-18,6.955,1027
820722,El buen patrón,es,13.997,2021-10-15,6.956,410
717980,Sharper,en,29.711,2023-02-10,6.956,513
407890,Lean on Pete,en,13.897,2018-04-06,6.956,329
65215,Family Guy Presents: Stewie Griffin: The Untold Story,en,20.251,2005-07-23,6.956,384
38366,Il ciclone,it,5.92,1996-12-20,6.956,731
24469,Fish Tank,en,13.692,2009-09-11,6.956,837
11367,Pari e dispari,it,0.491,1978-10-28,6.956,386
2758,Addams Family Values,en,42.588,1993-11-19,6.956,3000
1573,Die Hard 2,en,65.226,1990-07-03,7.0,5798
6968,Der Baader Meinhof Komplex,de,16.045,2008-09-25,6.958,577
725201,The Gray Man,en,52.023,2022-07-13,7.0,3650
458253,Missing Link,en,20.803,2019-04-04,7.0,845
450489,Irreplaceable You,en,11.57,2018-02-16,7.0,692
1165,The Queen,en,15.013,2006-09-15,6.952,1293
103747,The Angels' Share,en,13.772,2012-06-01,6.953,565
12225,Cashback,en,20.054,2007-01-17,6.953,1241
339692,Shot Caller,en,38.603,2017-07-13,7.0,2024
14506,The Adventures of Baron Munchausen,en,18.002,1988-12-07,7.0,884
8653,섬,ko,22.701,2000-04-22,6.954,326
8072,"Alphaville, une étrange aventure de Lemmy Caution",fr,15.179,1965-05-05,6.952,542
2048,"I, Robot",en,41.89,2004-07-15,6.953,11779
1412,"sex, lies, and videotape",en,25.687,1989-08-04,7.0,909
646389,Plane,en,39.631,2023-01-12,6.951,2231
274870,Passengers,en,34.787,2016-12-21,6.952,13262
227735,Dolphin Tale 2,en,18.277,2014-09-11,7.0,345
20077,The Batman vs. Dracula,en,16.641,2005-10-18,6.951,349
9952,Rescue Dawn,en,12.896,2006-09-09,7.0,1256
429199,Toivon tuolla puolen,fi,11.589,2017-02-03,7.0,311
25676,寶貝計劃,cn,27.19,2006-09-28,6.95,598
12153,White Chicks,en,91.68,2004-06-23,6.95,4025
6878,Homeward Bound: The Incredible Journey,en,19.946,1993-02-03,6.95,1011
868,Tsotsi,tn,10.796,2005-12-23,6.95,321
458342,Private Life,en,15.901,2018-10-05,6.9,369
46705,Blue Valentine,en,29.79,2010-12-26,6.9,3225
14030,"Hello, Dolly!",en,15.269,1969-12-12,6.9,354
11033,Dressed to Kill,en,21.55,1980-07-25,6.9,957
11006,Smokey and the Bandit,en,18.796,1977-05-26,6.9,717
9007,Just Like Heaven,en,25.421,2005-09-16,6.949,2324
975773,Wicked Little Letters,en,42.93,2024-02-23,7.0,373
758330,"Good Luck to You, Leo Grande",en,30.208,2022-06-16,6.9,519
116440,"Maggie Simpson in ""The Longest Daycare""",en,14.198,2012-07-12,6.9,361
9732,The Lion King II: Simba's Pride,en,127.635,1998-10-24,6.9,4401
1662,State of Grace,en,15.358,1990-09-14,6.948,338
491472,At Eternity's Gate,en,17.282,2018-11-15,6.9,1453
441829,Team Thor: Part 2,en,10.401,2017-02-14,6.946,327
180863,T2 Trainspotting,en,25.129,2017-01-27,6.947,3115
55787,Water for Elephants,en,16.992,2011-04-15,6.9,2510
31967,Dante's Inferno: An Animated Epic,en,18.134,2010-02-09,6.9,516
13198,Wristcutters: A Love Story,en,10.117,2007-10-19,6.947,546
12502,Silkwood,en,19.75,1983-12-14,6.9,319
11527,Excalibur,en,19.625,1981-04-10,6.9,1004
734265,Love Hard,en,24.5,2021-11-05,6.945,1487
599281,Fear of Rain,en,16.003,2021-02-12,6.942,524
457332,Hidden Strike,en,30.594,2023-07-06,6.946,976
74534,The Best Exotic Marigold Hotel,en,13.203,2012-02-23,6.946,1334
1553,De battre mon cœur s'est arrêté,fr,15.52,2005-03-16,6.9,439
49018,Insidious,en,48.714,2011-03-31,6.945,6780
33680,Grand Hotel,en,14.033,1932-05-25,6.945,308
10882,Sleeping Beauty,en,47.269,1959-02-17,6.945,5146
925102,La Nuit du 12,fr,11.924,2022-07-13,6.9,630
204082,Homefront,en,43.517,2013-11-12,6.944,3493
868759,Ghosted,en,81.719,2023-04-18,6.943,1801
28053,City Island,en,10.006,2009-03-06,6.943,367
9778,Serendipity,en,27.376,2001-10-05,6.944,1913
659,Die Blechtrommel,de,25.193,1979-05-02,6.943,466
320,Insomnia,en,26.04,2002-05-24,6.943,4739
505706,Der Goldene Handschuh,de,18.182,2019-02-21,6.9,517
384677,Set It Up,en,23.6,2018-06-15,6.9,2645
334304,"Belle et Sébastien, l'aventure continue",fr,15.317,2015-12-08,6.9,343
14637,Nothing But the Truth,en,15.127,2008-12-19,6.942,480
13127,殺破狼,cn,16.034,2005-11-18,6.9,310
3033,Gods and Monsters,en,9.4,1998-09-12,6.94,357
676,Pearl Harbor,en,57.087,2001-05-21,6.942,6487
31900,Gainsbourg (vie héroïque),fr,9.942,2010-01-20,6.9,329
13435,Antwone Fisher,en,10.668,2002-12-19,6.941,495
10122,Flight of the Navigator,en,20.104,1986-07-30,6.941,835
713704,Evil Dead Rise,en,90.658,2023-04-12,6.938,3116
24684,An Education,en,16.449,2009-10-29,6.9,1301
11971,Much Ado About Nothing,en,15.514,1993-05-07,6.938,728
10776,Little Shop of Horrors,en,20.887,1986-12-19,6.94,1446
10707,The Squid and the Whale,en,15.585,2005-10-05,6.9,961
8390,"Definitely, Maybe",en,21.776,2008-02-08,6.9,2398
2253,Valkyrie,en,23.654,2008-12-25,6.9,3685
664031,Sul più bello,it,11.019,2020-10-22,6.9,465
10236,The Way We Were,en,15.021,1973-10-17,6.9,454
1241982,Moana 2,en,3072.722,2024-11-21,7.0,620
304410,La Famille Bélier,fr,16.587,2014-12-17,6.938,2358
175112,Tinker Bell and the Pirate Fairy,en,39.998,2014-02-13,6.938,1000
114955,Let It Shine,en,16.233,2012-06-15,6.9,300
564,The Mummy,en,62.044,1999-04-16,6.938,9081
76025,Shame,en,23.942,2011-10-02,6.9,3152
16093,Carnival of Souls,en,13.52,1962-11-02,6.9,466
11820,Mona Lisa Smile,en,22.643,2003-12-19,6.9,1727
9434,Grosse Pointe Blank,en,13.35,1997-04-11,6.935,903
422803,A Shaun the Sheep Movie: Farmageddon,en,16.419,2019-09-26,6.9,522
120475,ドラゴンボール エピソード オブ バーダック,ja,34.624,2011-12-17,6.936,384
13675,Frosty the Snowman,en,20.297,1969-12-07,6.945,343
11864,Enemy Mine,en,18.961,1985-12-12,6.936,963
60670,Les Rivières pourpres,fr,13.086,2000-09-27,6.935,1522
3432,Mr. Brooks,en,19.865,2007-06-01,6.935,1694
614488,Banlieusards,fr,13.091,2019-10-12,6.9,346
283564,SlugTerra: Return of the Elementals,en,12.109,2014-08-02,6.933,342
192141,No Escape,en,27.243,2015-08-26,6.933,2517
37653,Les Trois Frères,fr,7.605,1995-12-13,6.933,741
12101,Soylent Green,en,22.177,1973-04-18,6.9,1266
10644,The Unbearable Lightness of Being,en,14.101,1988-02-05,6.926,454
617762,The Electrical Life of Louis Wain,en,13.246,2021-10-21,6.9,449
204668,Belle et Sébastien,fr,8.521,2013-12-18,6.9,650
93456,Despicable Me 2,en,61.88,2013-06-26,6.931,11261
12528,Southern Comfort,en,16.082,1981-09-24,6.932,307
10560,Center Stage,en,15.237,2000-05-12,6.9,333
10166,The Witches,en,23.832,1990-05-25,6.9,1244
9929,Astérix et Cléopâtre,fr,15.304,1968-12-19,6.9,939
5876,The Mist,en,37.6,2007-11-21,6.931,5219
534259,Blinded by the Light,en,11.454,2019-08-09,6.93,572
465914,If Beale Street Could Talk,en,14.581,2018-12-14,6.929,1125
24420,The Time Traveler's Wife,en,19.79,2009-08-14,6.9,2481
12244,9,en,33.208,2009-08-19,6.9,3542
11916,Two Mules for Sister Sara,en,25.402,1970-03-02,6.9,576
1072790,Anyone But You,en,121.843,2023-12-21,6.93,2274
426613,The Miseducation of Cameron Post,en,18.007,2018-07-18,6.93,956
400535,Sicario: Day of the Soldado,en,61.014,2018-06-27,6.93,3577
335787,Uncharted,en,63.765,2022-02-10,6.929,5979
103269,Superman vs. The Elite,en,9.095,2012-06-12,6.9,392
68721,Iron Man 3,en,56.447,2013-04-18,6.93,22194
48714,The Big Shave,en,6.488,1967-12-29,6.9,330
11536,The Misfits,en,19.262,1961-02-01,6.928,375
10027,Unleashed,en,24.578,2005-02-02,6.93,1979
447404,Pokémon Detective Pikachu,en,54.062,2019-05-03,6.929,6839
363088,Ant-Man and the Wasp,en,46.918,2018-07-04,6.929,13301
339987,The Exception,en,16.429,2017-06-02,6.929,422
338967,Zombieland: Double Tap,en,43.458,2019-10-09,6.929,5698
364,Batman Returns,en,50.037,1992-06-19,6.9,6518
560016,Monkey Man,en,78.642,2024-04-03,6.9,962
11893,Runaway Train,en,22.105,1985-11-15,6.9,577
10228,劇場版ポケットモンスター ミュウツーの逆襲,ja,48.779,1998-07-18,6.926,1448
2750,24 Hour Party People,en,14.339,2002-02-13,6.928,447
1381,The Fountain,en,19.807,2006-11-22,6.9,2773
931,Don't Look Now,en,15.945,1973-01-18,6.9,1053
347031,Swiss Army Man,en,16.369,2016-06-24,6.9,3500
33914,Frankenweenie,en,14.302,1984-12-14,6.9,411
12919,Can't Buy Me Love,en,24.37,1987-08-14,6.9,664
760336,Munich: The Edge of War,en,17.187,2022-01-06,6.9,569
591538,The Tragedy of Macbeth,en,23.338,2021-12-05,6.926,753
590854,Sala samobójców. Hejter,pl,13.858,2020-03-06,6.9,541
11329,Runaway Jury,en,21.709,2003-01-16,6.9,1268
8068,Desperado,en,20.306,1995-08-25,6.926,2844
883,Coffee and Cigarettes,en,9.732,2004-03-12,6.926,934
658760,Isi & Ossi,de,19.279,2020-02-14,6.922,904
602223,The Forever Purge,en,47.895,2021-06-30,6.925,2500
26466,Triangle,en,36.276,2009-10-16,6.925,2588
660942,De uskyldige,no,20.411,2021-09-03,6.924,601
618416,Penguin Bloom,en,17.133,2021-01-21,6.9,304
228108,The Road Within,en,14.573,2014-10-24,6.924,373
16281,Creepshow,en,15.201,1982-11-10,6.9,1037
2289,Cold Mountain,en,22.176,2003-12-24,6.9,1766
892153,Tom and Jerry Cowboy Up!,en,18.892,2022-01-24,6.9,439
354859,The Promise,en,18.498,2016-12-02,6.9,466
308266,War Dogs,en,31.681,2016-08-18,6.9,4910
227973,The Peanuts Movie,en,35.177,2015-11-05,6.9,1639
33196,해운대,ko,28.816,2009-07-22,6.9,454
13192,Moonwalker,en,19.17,1988-10-29,6.9,540
402,Basic Instinct,en,48.102,1992-03-20,6.923,3866
369883,Middle School: The Worst Years of My Life,en,15.707,2016-10-07,6.922,417
203819,Tracks,en,0.654,2013-12-19,6.922,519
68341,冷たい熱帯魚,ja,13.197,2011-01-29,6.9,344
62837,Dolphin Tale,en,14.217,2011-09-22,6.9,638
49519,The Croods,en,58.325,2013-03-15,6.922,7062
25196,Crazy Heart,en,13.529,2009-12-16,6.92,1047
4836,Layer Cake,en,15.937,2004-09-30,6.922,2094
1832,Dogma,en,19.518,1999-11-12,6.921,2514
19204,...E tu vivrai nel terrore! L'aldilà,it,18.942,1981-04-22,6.9,578
16938,Black Christmas,en,29.907,1974-10-11,6.921,810
11571,Journey to the Center of the Earth,en,29.522,1959-12-15,6.9,461
10530,Pocahontas,en,39.35,1995-06-14,6.922,5680
164052,The Strange Thing About the Johnsons,en,11.94,2011-01-22,6.914,321
484482,Le Grand Bain,fr,15.133,2018-10-24,6.919,1490
384680,Hostiles,en,30.048,2017-12-22,6.9,2277
179826,Odd Thomas,en,17.72,2013-01-29,6.9,1329
85446,Step Up Revolution,en,20.37,2012-07-26,6.9,2036
58522,Boris - Il film,it,6.555,2011-04-01,6.919,593
18573,House of Wax,en,18.198,1953-04-16,6.9,332
699102,A Week Away,en,12.446,2021-03-26,6.9,386
361292,Suspiria,en,28.24,2018-10-26,6.9,2514
1267,Meet the Robinsons,en,46.971,2007-03-23,6.9,2861
741074,Once Upon a Snowman,en,24.714,2020-10-23,6.917,534
15157,Another Cinderella Story,en,26.472,2008-09-16,6.924,1776
397538,Borg vs McEnroe,sv,10.743,2017-09-08,6.9,1137
307103,L'Affaire SK1,fr,10.108,2015-01-07,6.9,308
157350,Divergent,en,63.878,2014-03-14,6.916,12791
25508,Cat People,en,14.059,1942-12-05,6.916,591
10423,Dragon: The Bruce Lee Story,en,22.893,1993-05-07,6.916,739
974262,Descendants: The Rise of Red,en,171.834,2024-07-11,6.915,376
495764,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),en,48.359,2020-02-05,6.915,10258
84329,Robot & Frank,en,13.462,2012-08-16,6.915,1075
718821,Twisters,en,197.458,2024-07-10,6.913,1985
38408,Life As We Know It,en,19.436,2010-10-02,6.9,3108
9663,Starman,en,16.571,1984-12-13,6.914,859
930921,La stranezza,it,7.34,2022-10-27,6.913,315
140300,Kung Fu Panda 3,en,65.301,2016-01-23,6.913,6042
1808,Velvet Goldmine,en,17.948,1998-08-28,6.9,498
